Folder;File;Program Version;SMILES;Atoms_1;Atoms_2;Atoms_3;Atoms_4;dihedral_1_orca;dihedral_2_orca;dihedral_3_orca;dihedral_4_orca;dihedral_1_xtb;dihedral_2_xtb;dihedral_3_xtb;dihedral_4_xtb;Number of Atoms;Magnitude (Debye);Dipole_xtb (Debye);Final Energy (Eh);Total energy xtb (Eh);HOMO_orca (eV);LUMO_orca (eV);HOMO-LUMO Gap (eV);HOMO_xtb (eV);LUMO_xtb (eV);HOMO-LUMO xtb (eV)
Group 11;130.log;6.0.0;CC(C1=CC2=C(OCCCCC3=CN(CCOC(C(SC(C=C4C(C)(C)C)=C5O)=C6)=C(C=C6C(C)(C)C)SC7=C(O)C(SC(C=C(C=C8SC5=C4)C(C)(C)C)=C8O)=CC(C(C)(C)C)=C7)N=N3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCCC%12=CN(CCOC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)N=N%12)=C%10OCCCCC%18=CN(CCOC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)N=N%18)=C9OCCCCC%24=CN(CCOC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)N=N%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-54-9;5-4-39-38;-0,956;0,827;-3,195;3,221;57,351;-60,172;58,544;-64,032;568;1.490511272;7,896;-19111.795785366397;-823,3573734;-5,885603;-1,377557;4.508112638;-9,3586;-7,3579;2,000697
Group 11;131.log;6.0.0;CC(C1=CC2=C(OCCCCC3=CN(CCCOC(C(SC(C=C4C(C)(C)C)=C5O)=C6)=C(C=C6C(C)(C)C)SC7=C(O)C(SC(C=C(C=C8SC5=C4)C(C)(C)C)=C8O)=CC(C(C)(C)C)=C7)N=N3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCCC%12=CN(CCCOC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)N=N%12)=C%10OCCCCC%18=CN(CCCOC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)N=N%18)=C9OCCCCC%24=CN(CCCOC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)N=N%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-54-9;5-4-39-38;66,395;-65,794;59,244;-62,845;73,252;-65,629;57,611;-67,398;586;9.301330815;14,467;-19347.2314136388;-842,3484783;-5,549711;-1,299325;4.2504478913999995;-9,1554;-7,3057;1,849635
Group 11;132.log;6.0.0;CC(C1=CC(SC2=C(O)C(SC(C=C(C=C3SC4=C5)C(C)(C)C)=C3O)=CC(C(C)(C)C)=C2)=C(OCC6=CN(N=N6)CCOC(C(SC7=CC(C(C)(C)C)=CC(SC8=CC(C(C)(C)C)=CC(S9)=C8OCCN%10C=C(COC%11=C(C=C(C=C%11SC%12=C%13)C(C)(C)C)SC%14=CC(C(C)(C)C)=CC(SC%15=C(O)C(SC(C=C%13C(C)(C)C)=C%12O)=CC(C(C)(C)C)=C%15)=C%14O)N=N%10)=C7OCCN%16C=C(COC%17=C(SC(C=C%18C(C)(C)C)=C%19O)C=C(C(C)(C)C)C=C%17SC%20=C(O)C(SC%21=CC(C(C)(C)C)=CC(SC%19=C%18)=C%21O)=CC(C(C)(C)C)=C%20)N=N%16)=CC(C(C)(C)C)=C%22)=C%22SC%23=C(C9=CC(C(C)(C)C)=C%23)OCCN%24N=NC(COC%25=C(SC%26=C%27)C=C(C(C)(C)C)C=C%25SC%28=CC(C(C)(C)C)=CC(SC%29=CC(C(C)(C)C)=CC(SC(C=C%27C(C)(C)C)=C%26O)=C%29O)=C%28O)=C%24)C(SC(C=C5C(C)(C)C)=C4O)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;55,798;-63,235;67,34;-60,962;532;2.386169513;12,405;-18640.634158481284;-785,4554516;-5,439805;-1,303897;4.135969531600001;-9,2069;-7,0806;2,126263
Group 11;133.log;6.0.0;CC(C1=CC(SC2=C(O)C(SC(C=C(C=C3SC4=C5)C(C)(C)C)=C3O)=CC(C(C)(C)C)=C2)=C(OCCC6=CN(N=N6)CCOC(C(SC7=CC(C(C)(C)C)=CC(SC8=CC(C(C)(C)C)=CC(S9)=C8OCCN%10C=C(CCOC%11=C(C=C(C=C%11SC%12=C%13)C(C)(C)C)SC%14=CC(C(C)(C)C)=CC(SC%15=C(O)C(SC(C=C%13C(C)(C)C)=C%12O)=CC(C(C)(C)C)=C%15)=C%14O)N=N%10)=C7OCCN%16C=C(CCOC%17=C(SC(C=C%18C(C)(C)C)=C%19O)C=C(C(C)(C)C)C=C%17SC%20=C(O)C(SC%21=CC(C(C)(C)C)=CC(SC%19=C%18)=C%21O)=CC(C(C)(C)C)=C%20)N=N%16)=CC(C(C)(C)C)=C%22)=C%22SC%23=C(C9=CC(C(C)(C)C)=C%23)OCCN%24N=NC(CCOC%25=C(SC%26=C%27)C=C(C(C)(C)C)C=C%25SC%28=CC(C(C)(C)C)=CC(SC%29=CC(C(C)(C)C)=CC(SC(C=C%27C(C)(C)C)=C%26O)=C%29O)=C%28O)=C%24)C(SC(C=C5C(C)(C)C)=C4O)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;68,792;-59,881;51,086;-60,154;544;15.537073063;8,117;-18797.478390836794;-798,0845107;-5,657167;-1,476033;4.1811948784;-9,2602;-7,165;2,095158
Group 11;134.log;6.0.0;OC1=C(SC2=C3)C=C(C(C)(C)C)C=C1SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(SC(C=C3C(C)(C)C)=C2O)=C5OCCCC(N=N6)=CN6CCOC7=C(SC8=CC(C(C)(C)C)=CC(SC9=CC(C(C)(C)C)=CC(S%10)=C9OCCN%11N=NC(CCCOC%12=C(SC%13=C%14)C=C(C(C)(C)C)C=C%12SC%15=CC(C(C)(C)C)=CC(SC%16=CC(C(C)(C)C)=CC(SC(C=C%14C(C)(C)C)=C%13O)=C%16O)=C%15O)=C%11)=C8OCCN%17C=C(CCCOC%18=C(C=C(C=C%18SC%19=C%20)C(C)(C)C)SC%21=CC(C(C)(C)C)=CC(SC%22=C(O)C(SC(C=C%20C(C)(C)C)=C%19O)=CC(C(C)(C)C)=C%22)=C%21O)N=N%17)C=C(C(C)(C)C)C=C7SC%23=CC(C(C)(C)C)=CC%10=C%23OCCN%24N=NC(CCCOC%25=C(C=C%26C(C)(C)C)SC%27=C(O)C(SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%25=C%26)=C%29O)=CC(C(C)(C)C)=C%28)=CC(C(C)(C)C)=C%27)=C%24)=C4O;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;55,616;-55,967;61,188;-53,496;556;4.523141976;2,676;-18954.524456124695;-810,7116254;-5,496051;-1,400904;4.0952068544;-9,2503;-7,1729;2,077493
Group 11;135.log;6.0.0;OC1=C(SC2=C3)C=C(C(C)(C)C)C=C1SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(SC(C=C3C(C)(C)C)=C2O)=C5OCCCCC(N=N6)=CN6CCOC7=C(SC8=CC(C(C)(C)C)=CC(SC9=CC(C(C)(C)C)=CC(S%10)=C9OCCN%11N=NC(CCCCOC%12=C(SC%13=C%14)C=C(C(C)(C)C)C=C%12SC%15=CC(C(C)(C)C)=CC(SC%16=CC(C(C)(C)C)=CC(SC(C=C%14C(C)(C)C)=C%13O)=C%16O)=C%15O)=C%11)=C8OCCN%17C=C(CCCCOC%18=C(C=C(C=C%18SC%19=C%20)C(C)(C)C)SC%21=CC(C(C)(C)C)=CC(SC%22=C(O)C(SC(C=C%20C(C)(C)C)=C%19O)=CC(C(C)(C)C)=C%22)=C%21O)N=N%17)C=C(C(C)(C)C)C=C7SC%23=CC(C(C)(C)C)=CC%10=C%23OCCN%24N=NC(CCCCOC%25=C(C=C%26C(C)(C)C)SC%27=C(O)C(SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%25=C%26)=C%29O)=CC(C(C)(C)C)=C%28)=CC(C(C)(C)C)=C%27)=C%24)=C4O;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;42,955;-47,147;38,66;-47,281;568;3.620908142;6,886;-19111.32174836666;-823,3705453;-5,458581;-3,208912;2.249702495;-9,2934;-7,1496;2,143752
Group 11;136.log;6.0.0;CC(C1=CC2=C(OCCCN3C=C(COC4=C(C=C5C(C)(C)C)SC6=C(O)C(SC7=C(O)C(SC8=CC(C(C)(C)C)=CC(SC4=C5)=C8O)=CC(C(C)(C)C)=C7)=CC(C(C)(C)C)=C6)N=N3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCN%12C=C(COC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)N=N%12)=C%10OCCCN%18N=NC(COC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)=C%18)=C9OCCCN%24N=NC(COC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)=C%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;97,259;-40,576;52,693;-89,609;544;5.040928869;17,528;-18797.44478371761;-798,1387221;-5,473438;-1,413829;4.059668766;-8,9997;-7,4366;1,563142
Group 11;137.log;6.0.0;CC(C1=CC2=C(OCCCN3C=C(CCOC4=C(C=C5C(C)(C)C)SC6=C(O)C(SC7=C(O)C(SC8=CC(C(C)(C)C)=CC(SC4=C5)=C8O)=CC(C(C)(C)C)=C7)=CC(C(C)(C)C)=C6)N=N3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCN%12C=C(CCOC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)N=N%12)=C%10OCCCN%18N=NC(CCOC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)=C%18)=C9OCCCN%24N=NC(CCOC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)=C%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;51,487;-51,416;61,126;-45,282;556;5.133820484;11,886;-18954.28811387329;-810,7445182;-5,555126;-1,494591;4.0605939536;-9,2154;-7,2972;1,918179
Group 11;138.log;6.0.0;CC(C1=CC2=C(OCCCN3C=C(CCCOC4=C(C=C5C(C)(C)C)SC6=C(O)C(SC7=C(O)C(SC8=CC(C(C)(C)C)=CC(SC4=C5)=C8O)=CC(C(C)(C)C)=C7)=CC(C(C)(C)C)=C6)N=N3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCN%12C=C(CCCOC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)N=N%12)=C%10OCCCN%18N=NC(CCCOC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)=C%18)=C9OCCCN%24N=NC(CCCOC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)=C%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;81,241;-79,813;70,266;-56,441;568;8.488170119;12,539;-19111.330955200327;-823,4603986;-5,542581;-1,478537;4.0641042242;-9,2517;-7,2771;1,974637
Group 11;139.log;6.0.0;CC(C1=CC2=C(OCCCN3C=C(CCCCOC4=C(C=C5C(C)(C)C)SC6=C(O)C(SC7=C(O)C(SC8=CC(C(C)(C)C)=CC(SC4=C5)=C8O)=CC(C(C)(C)C)=C7)=CC(C(C)(C)C)=C6)N=N3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCN%12C=C(CCCCOC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)N=N%12)=C%10OCCCN%18N=NC(CCCCOC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)=C%18)=C9OCCCN%24N=NC(CCCCOC%25=C(S)C=C(C(C)(C)C)C=C%25SC%26=C(O)C(SC%27=CC(C(C)(C)C)=CC(SC%28=CC(C(C)(C)C)=CC=C%28O)=C%27O)=CC(C(C)(C)C)=C%26)=C%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;60,632;-55,608;47,89;-44,413;580;4.621690963;6,395;-19268.278610429657;-836,0342027;-5,638446;-1,453231;4.1852765884;-9,2709;-7,2554;2,015422
Group 11;140.log;6.0.0;CC(C1=CC2=C(OCCCCN3N=NC(COC(C(SC(C=C4C(C)(C)C)=C5O)=C6)=C(C=C6C(C)(C)C)SC7=C(O)C(SC(C=C(C=C8SC5=C4)C(C)(C)C)=C8O)=CC(C(C)(C)C)=C7)=C3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCCN%12N=NC(COC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)=C%12)=C%10OCCCCN%18C=C(COC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)N=N%18)=C9OCCCCN%24C=C(COC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)N=N%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;54,956;-68,707;60,456;-38,166;556;6.580278726;9,474;-18954.356134529575;-810,7923244;-5,48484;-1,501666;3.9832319434;-9,0938;-7,2689;1,824865
Group 11;141.log;6.0.0;CC(C1=CC2=C(OCCCCN3N=NC(CCOC(C(SC(C=C4C(C)(C)C)=C5O)=C6)=C(C=C6C(C)(C)C)SC7=C(O)C(SC(C=C(C=C8SC5=C4)C(C)(C)C)=C8O)=CC(C(C)(C)C)=C7)=C3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCCN%12N=NC(CCOC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)=C%12)=C%10OCCCCN%18C=C(CCOC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)N=N%18)=C9OCCCCN%24C=C(CCOC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)N=N%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;55,674;-63,375;65,977;-57,193;568;7.146606192;10,402;-19111.403626665124;-823,3701389;-5,592731;-1,467217;4.1255747768;-9,3545;-7,0679;2,286613
Group 11;142.log;6.0.0;CC(C1=CC2=C(OCCCCN3N=NC(CCCOC(C(SC(C=C4C(C)(C)C)=C5O)=C6)=C(C=C6C(C)(C)C)SC7=C(O)C(SC(C=C(C=C8SC5=C4)C(C)(C)C)=C8O)=CC(C(C)(C)C)=C7)=C3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCCN%12N=NC(CCCOC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)=C%12)=C%10OCCCCN%18C=C(CCCOC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)N=N%18)=C9OCCCCN%24C=C(CCCOC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)N=N%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;58,359;-67,906;71,431;-58,993;577;8.358867328;11,887;-19229.085077398828;-832,8608094;-5,551044;-1,406455;4.1446499681999995;-9,3363;-7,1982;2,138178
Group 11;143.log;6.0.0;CC(C1=CC2=C(OCCCCN3N=NC(CCCCOC(C(SC(C=C4C(C)(C)C)=C5O)=C6)=C(C=C6C(C)(C)C)SC7=C(O)C(SC(C=C(C=C8SC5=C4)C(C)(C)C)=C8O)=CC(C(C)(C)C)=C7)=C3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCCN%12N=NC(CCCCOC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)=C%12)=C%10OCCCCN%18C=C(CCCCOC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)N=N%18)=C9OCCCCN%24C=C(CCCCOC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)N=N%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;60,126;-64,272;59,553;-53,98;592;6.184809068;3,886;-19425.262815912112;-848,6839785;-5,566527;-1,415924;4.1506636876;-9,3449;-7,0497;2,295177
Group 11;144.log;6.0.0;CC(C1=CC2=C(OCCCCCN3N=NC(COC(C(SC(C=C4C(C)(C)C)=C5O)=C6)=C(C=C6C(C)(C)C)SC7=C(O)C(SC(C=C(C=C8SC5=C4)C(C)(C)C)=C8O)=CC(C(C)(C)C)=C7)=C3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCCCN%12N=NC(COC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)=C%12)=C%10OCCCCCN%18C=C(COC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)N=N%18)=C9OCCCCCN%24C=C(COC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)N=N%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;74,121;-62,978;70,344;-60,429;568;7.477142735;4,28;-19111.361956404802;-823,4450411;-5,489275;-1,511163;3.978170623;-9,2774;-7,1798;2,097601
Group 11;145.log;6.0.0;CC(C1=CC2=C(OCCCCCN3N=NC(CCOC4=C(C=C5C(C)(C)C)SC6=C(O)C(SC7=C(O)C(SC8=CC(C(C)(C)C)=CC(SC4=C5)=C8O)=CC(C(C)(C)C)=C7)=CC(C(C)(C)C)=C6)=C3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCCCN%12N=NC(CCOC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)=C%12)=C%10OCCCCCN%18C=C(CCOC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)N=N%18)=C9OCCCCCN%24C=C(CCOC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)N=N%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;45,769;-55,001;49,7;-35,33;580;7.880442229;9,759;-19268.30186620106;-836,0239482;-5,551425;-1,507734;4.043750097;-9,3276;-7,2925;2,035067
Group 11;146.log;6.0.0;CC(C1=CC2=C(OCCCCCN3N=NC(CCCOC4=C(C=C5C(C)(C)C)SC6=C(O)C(SC7=C(O)C(SC8=CC(C(C)(C)C)=CC(SC4=C5)=C8O)=CC(C(C)(C)C)=C7)=CC(C(C)(C)C)=C6)=C3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCCCN%12N=NC(CCCOC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)=C%12)=C%10OCCCCCN%18C=C(CCCOC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)N=N%18)=C9OCCCCCN%24C=C(CCCOC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)N=N%24)=C1)(C)C;32-31-28-29;21-22-19-18;12-11-48-9;5-4-39-38;10,937;-18,805;11,672;-4,129;80,903;-59,863;65,248;-62,211;592;7.828387033;11,075;-19425.37919684946;-848,7488073;-5,565003;-1,464442;4.100621923;-9,2991;-7,3208;1,978367
