Folder;File;Program Version;SMILES;Atoms_1;Atoms_2;Atoms_3;Atoms_4;dihedral_1_orca;dihedral_2_orca;dihedral_3_orca;dihedral_4_orca;dihedral_1_xtb;dihedral_2_xtb;dihedral_3_xtb;dihedral_4_xtb;Number of Atoms;Magnitude (Debye);Dipole_xtb (Debye);Final Energy (Eh);Total energy xtb (Eh);HOMO_orca (eV);LUMO_orca (eV);HOMO-LUMO Gap (eV);HOMO_xtb (eV);LUMO_xtb (eV);HOMO-LUMO xtb (eV)
Group 19;234.log;6.0.0;CC(C1=CC2=C(OCCOCCO)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCSCC(OC)=O)=C4OCCOCCO)=C3OCCSCC(OC)=O)=C1)(C)C;27-26-23-24;16-17-14-74;4-5-43-44;37-36-34-33;-5,24;4,986;11,651;167,657;65,622;-50,688;60,206;126,645;156;4.731908045;1,655;-5542.702353287023;-233,3217191;-5,948406;-0,752221;5.1962617326;-9,8086;-6,9572;2,851354
Group 19;235.log;6.0.0;OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCSC(C)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCSC(C)=O)C=C5C(C)(C)C;25-24-22-21;15-14-12-32;40-9-7-41;47-5-3-55;20,934;-163,392;52,821;-51,295;29,433;-165,538;50,055;-55,859;120;6.501735359;7,473;-4699.891370914448;-177,3442152;-5,647888;-1,321883;4.326068372000001;-9,4032;-7,197;2,206134
Group 19;236.log;6.0.0;OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCSC(C)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCCSC(C)=O)C=C5C(C)(C)C;42-7-9-41;35-12-14-15;21-22-24-25;57-3-5-48;-47,01;19,683;-19,327;49,466;-51,619;25,992;-23,338;52,973;126;7.557189213;8,12;-4778.511442730634;-183,6731471;-5,683589;-1,37489;4.3087619215999995;-9,4091;-7,2795;2,129552
Group 19;237.log;6.0.0;CC(C1=CC2=C(OCCSCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCC#C)=C4OCCSCCCCCCCC)=C3OCCC#C)=C1)(C)C;4-5-48-49;41-42-39-38;32-31-28-29;21-22-19-76;58,246;-63,014;68,213;-60,639;65,032;-61,401;65,555;-57,259;174;0.755866827;3,567;-5332.000030735373;-230,2853359;-5,918392;-0,847541;5.0709260242;-9,6956;-6,7276;2,968028
Group 19;238.log;6.0.0;CC(C1=CC2=C(OCCSCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCC#C)=C4OCCSCCCCCCCC)=C3OCCCC#C)=C1)(C)C;4-5-48-49;41-42-39-38;32-31-28-29;21-22-19-78;68,161;-52,369;63,537;-77,796;67,734;-61,755;67,688;-61,582;180;1.992745005;1,077;-5410.488024565528;-236,6158797;-5,858964;-0,79652;5.062517701600001;-9,6554;-6,6528;3,002573
Group 19;239.log;6.0.0;CC(C1=CC2=C(OCCSCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCCC#C)=C4OCCSCCCCCCCC)=C3OCCCCC#C)=C1)(C)C;48-49-4-5;19-80-21-22;28-29-32-31;39-38-41-42;57,203;-66,557;65,31;-58,188;59,272;-65,766;59,231;-65,918;186;2.177817197;0,324;-5488.968036792633;-242,942701;-5,882039;-0,821038;5.0610754974;-9,6731;-6,688;2,985143
Group 19;240.log;6.0.0;CC(C1=CC2=C(OCCSCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCBr)=C4OCCSCCCCCCCC)=C3OCCCBr)=C1)(C)C;4-5-48-49;41-42-39-38;32-31-28-29;21-22-19-76;61,078;-62,908;70,509;-62,46;68,037;-59,514;68,096;-63,891;176;3.255386444;5,766;-10404.406891191811;-235,3437664;-5,933576;-0,855732;5.0779193540000005;-9,8315;-6,8606;2,97086
Group 19;241.log;6.0.0;CC(C1=CC2=C(OCCSCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCN=[N+]=[N-])=C4OCCSCCCCCCCC)=C3OCCCN=[N+]=[N-])=C1)(C)C;32-31-28-29;21-22-19-80;4-5-48-49;41-42-39-38;62,686;-62,913;66,559;-64,164;63,87;-62,855;69,101;-62,682;180;3.405304645;4,704;-5585.068714824518;-244,6037146;-5,94593;-0,877555;5.0684497868000005;-9,742;-6,8278;2,914185
Group 19;242.log;6.0.0;CC(C1=CC2=C(OCCSCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCN6C(C(OC)=O)=C(C(OC)=O)N=N6)=C4OCCSCCCCCCCC)=C3OCCCN7N=NC(C(OC)=O)=C7C(OC)=O)=C1)(C)C;38-39-42-41;49-48-19-100;4-5-22-21;29-28-31-32;50,966;-62,31;65,086;-53,408;56,354;-59,938;65,912;-57,716;212;3.743343271;3,293;-6649.656959452442;-309,0960733;-5,808487;-1,918267;3.8902778010000003;-9,6554;-8,1974;1,457999
Group 19;243.log;6.0.0;OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCBr)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCCSC(C)=O)C=C5C(C)(C)C;54-3-5-45;39-7-9-38;32-12-14-15;21-22-24-25;19,905;-20,826;51,62;-50,726;21,615;-25,404;53,432;-49,988;120;5.106917669;7,696;-6801.161979846189;-174,6338389;-5,627262;-1,305801;4.3215240682000005;-9,5003;-7,2734;2,226911
Group 20;244.log;6.0.0;BrCCCOC1=C2C=CC=C1SC3=CC=CC4=C3OCCSCCSCCOC5=C(SC6=CC=CC(S4)=C6OCCCBr)C=CC=C5S2;8-7-46-47;30-44-32-33;35-36-16-17;13-14-11-10;79,823;-39,707;44,532;-74,01;69,951;-54,116;71,946;-59,817;84;1.538084878;3;-9226.004732844836;-139,3522424;-5,98593;-1,070481;4.915521718800001;-9,8582;-7,1688;2,689368
Group 20;245.log;6.0.0;CC(C1=CC2=C(OCCSCCSCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCBr)=C1)(C)C;36-18-21-20;28-27-5-4;62-45-48-47;55-54-43-42;54,09;-58,234;63,254;-56,337;55,884;-61,942;66,489;-57,413;132;1.122500811;3,691;-9853.898817686995;-190,0322665;-5,889168;-0,881718;5.0075234622;-9,773;-6,8915;2,88142
Group 20;246.log;6.0.0;CC(C1=CC2=C(OCCSCCSCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCCCCCCCCCC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCCCCCCCCCC)=C1)(C)C;21-20-4-5;53-78-63-62;56-55-50-51;18-44-28-27;63,95;-71,588;74,951;-84,22;69,712;-75,154;64,521;-88,309;186;2.611935167;3,232;-5414.297645707698;-239,8400623;-5,842909;-0,819486;5.023496554;-9,6445;-6,6888;2,955743
Group 20;247.log;6.0.0;CC(C1=CC2=C(OCCCSCCOCCSCCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCCCCCCCCCC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCCCCCCCCCC)=C1)(C)C;32-33-4-5;58-83-60-61;67-68-55-56;23-49-25-26;67,111;-55,42;70,645;-76,851;65,228;-56,723;71,021;-82,188;199;1.793370815;1,545;-5648.98828291;-256,5558495;-5,747616;-0,768112;4.9795773544;-9,5306;-6,5529;2,97767
Group 20;248.log;6.0.0;CC(C1=CC2=C(OCCCSCCSCCSCCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCCCCCCCCCC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCCCCCCCCCC)=C1)(C)C;67-68-55-56;23-49-25-26;32-33-4-5;58-83-60-61;74,195;-35,459;36,894;-78,31;75,539;-44,634;41,589;-77,55;199;3.875052506;5,103;-5969.188963378159;-255,7308112;-5,870392;-0,892875;4.9775909222;-9,6775;-6,8048;2,872684
Group 21;249.log;6.0.0;CC(C1=CC2=C(OCCSCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCC6=CN(C7=CC(C8=NC=CC=C8)=NC(C9=CC=CC=N9)=C7)N=N6)=C4OCCSCCCCCCCC)=C3OCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)=C1)(C)C;38-39-42-41;49-48-5-4;118-19-22-21;29-28-31-32;69,179;-69,379;72,377;-84,755;59,997;-66,515;61,521;-64,548;236;9.44744216;9,266;-7141.138204682999;-339,9398185;-5,704378;-1,918403;3.7860309275999997;-9,539;-8,0208;1,518209
Group 21;250.log;6.0.0;CC(C1=CC2=C(OCCSCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCC6=CN(C7=CC(C8=NC=CC=C8)=NC(C9=CC=CC=N9)=C7)N=N6)=C4OCCSCCCCCCCC)=C3OCCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)=C1)(C)C;38-39-42-41;49-48-5-4;120-19-22-21;29-28-31-32;64,172;-62,992;58,238;-56,787;64,774;-63,691;64,193;-64,593;242;9.581093565;9,708;-7219.587647601892;-346,2845272;-5,715725;-1,970104;3.7456764214000002;-9,3745;-7,8287;1,545801
Group 21;251.log;6.0.0;CC(C1=CC2=C(OCCSCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCCC6=CN(C7=CC(C8=NC=CC=C8)=NC(C9=CC=CC=N9)=C7)N=N6)=C4OCCSCCCCCCCC)=C3OCCCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)=C1)(C)C;122-19-22-21;29-28-31-32;38-39-42-41;49-48-5-4;57,812;-71,466;66,912;-59,177;57,454;-61,491;58,736;-64,468;248;7.800361418;9,122;-7298.068793565732;-352,5768339;-5,718256;-1,781314;3.9369997748000003;-9,5858;-7,8056;1,780237
Group 21;252.log;6.0.0;CC(C1=CC2=C(OCCSCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCOC6=CC(C7=NC=CC=C7)=NC(C8=CC=CC=N8)=C6)=C4OCCSCCCCCCCC)=C3OCCCOC9=CC(C%10=NC=CC=C%10)=NC(C%11=CC=CC=N%11)=C9)=C1)(C)C;38-39-42-41;49-48-5-4;112-19-22-21;29-28-31-32;65,825;-56,885;61,824;-64,265;72,954;-57,916;72,789;-57,599;232;2.815565634;5,366;-6888.532959503821;-327,3051902;-5,80446;-1,447816;4.3567084084;-9,5697;-7,3773;2,192362
Group 21;253.log;6.0.0;CC(C1=CC2=C(OCCSCCSCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCOC5=CC(C6=NC=CC=C6)=NC(C7=CC=CC=N7)=C5)C=C(C(C)(C)C)C=C3S8)C(SC9=CC(C(C)(C)C)=CC8=C9OCCCOC%10=CC(C%11=NC=CC=C%11)=NC(C%12=CC=CC=N%12)=C%10)=C1)(C)C;21-20-4-5;63-98-73-72;66-65-60-61;18-54-28-27;91,395;-61,018;71,085;-91,506;91,677;-58,286;80,557;-78,511;188;5.202480432;5,757;-6337.982580717114;-281,986341;-5,882828;-1,510891;4.3720012152;-9,7185;-7,3722;2,346302
Group 21;254.log;6.0.0;C12=C(C(SC(C=CC=C3S4)=C3OCCSCCSCCOC(C(SC5=CC=CC4=C5OCCCOC6=CC(C7=NC=CC=C7)=NC(C8=CC=CC=N8)=C6)=CC=C9)=C9S2)=CC=C1)OCCCOC%10=CC(C%11=NC=CC=C%11)=NC(C%12=CC=CC=N%12)=C%10;28-29-8-9;5-6-3-59;61-1-56-57;23-54-25-26;74,743;-48,339;43,25;-82,328;64,722;-63,101;47,894;-75,864;140;4.307515655;5,139;-5710.123669500339;-231,30747;-5,876107;-1,447707;4.4284648702;-9,6844;-7,4044;2,279973
Group 22;255.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCSC(C)=O)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCSC(C)=O)=C1)(C)C;56-57-66-47;5-4-20-21;27-28-38-18;45-44-49-50;69,642;-96,83;70,993;-57,545;54,028;-102,204;77,585;-70,596;138;2.240341088;2,478;-5084.320073864676;-203,4174916;-5,73499;-0,749418;4.9856454966;-9,5241;-7,1502;2,373874
Group 22;256.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCSC(C)=O)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCSC(C)=O)=C1)(C)C;45-46-51-50;58-57-48-68;4-5-21-20;28-27-18-39;45,186;-82,518;84,081;-64,135;66,952;-53,828;52,903;-57,924;144;6.334362986;7,436;-5162.860926769604;-209,7213403;-5,900542;-0,853527;5.0470888378000005;-9,6792;-6,841;2,83821
Group 22;257.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCSC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCSC)=C1)(C)C;54-55-42-43;18-36-28-27;21-20-4-5;45-62-47-48;65,861;-57,033;77,637;-76,159;79,887;-64,458;91,05;-68,8;134;1.529340713;1,968;-4860.5480304;-190,9762708;-5,871426;-0,878426;4.9930742087999995;-9,7013;-6,745;2,956339
Group 22;258.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCSCC5=CC=CC=C5)C=C(C(C)(C)C)C=C3S6)C(SC7=CC(C(C)(C)C)=CC6=C7OCCSCC8=CC=CC=C8)=C1)(C)C;54-53-74-51;5-4-28-27;21-20-42-18;49-48-61-60;49,908;-76,241;70,866;-58,885;56,823;-63,815;66,82;-59,161;154;2.810056528;2,256;-5319.354979922753;-220,7473901;-5,871127;-0,877364;4.993836128000001;-9,7412;-6,7747;2,966502
Group 22;259.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCSCC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCSCC)=C1)(C)C;44-45-50-49;57-56-47-66;4-5-21-20;28-27-18-38;81,821;-45,366;64,713;-87,485;83,969;-49,07;64,023;-73,708;146;2.031412859;3,383;-5017.56690924;-203,639307;-5,749004;-0,793228;4.9558490136;-9,4433;-6,6248;2,818536
Group 22;260.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCSCC5=CC=CC=C5)C=C(C(C)(C)C)C=C3S6)C(SC7=CC(C(C)(C)C)=CC6=C7OCCSCC8=CC=CC=C8)=C1)(C)C;57-56-77-54;5-4-31-30;24-23-45-21;52-51-64-63;56,929;-78,864;74,066;-47,972;58,222;-85,111;79,773;-59,238;161;2.852911617;3,49;-5472.907032546009;-231,1313034;-5,850066;-0,778643;5.071497463600001;-9,6946;-6,7082;2,986388
Group 22;261.log;6.0.0;CC(C1=CC2=C(OCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCSCC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCSCC)=C1)(C)C;30-31-4-5;50-69-60-59;53-52-47-48;21-41-23-24;51,377;-75,246;80,273;-56,334;68,935;-68,887;68,005;-72,761;153;0.973138437;1,749;-5171.23899468;-214,0288435;-5,746963;-0,747214;4.999822636;-9,49;-6,5715;2,918543
Group 22;262.log;6.0.0;CC(C1=CC2=C(OCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCSC(C)=O)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCSC(C)=O)=C1)(C)C;24-25-36-15;43-42-48-47;54-55-65-45;5-4-17-18;70,934;90,891;74,808;-69,668;56,294;91,64;76,491;-54,829;137;6.614683146;8,7;-5009.299560402383;-199,328984;-5,899209;-0,81067;5.088613434199999;-9,6493;-6,8429;2,806378
